	text	airline_sentiment	at	polarity	label
7149	 Hola, hoy llego a la T4 desde Sevilla y debo coger otro vuelo en la T1 cómo puedo hacer para llegar?	negative	@Iberia	0.0014438788017475197	2
7150	Hay que decir que el tratamiento de Vueling/Iberia en estos ultimos dias ha sido TERRIBLE.  Igual lo peor que he pa… 	negative		5.860592161323722e-13	2
7151	Gracias  por hacer que no llegue a los reencuentros navideños. Rompéis maletas y no pagáis, retrasáis vuelos… 	negative		0.0014523216668529855	2
7152	  Bueno vale pues adiós AirEuropa. Ya has pasado como última opción detrás de Ryanair	negative	@PabloHerreros	0.0024096153787918698	2
7153	" Y que luego se olviden de mí en el mostrador.....
Este viaje es muy especial y planeado con muuuuuchisimo t… "	positive	@Iberia	0.2633790450827598	1
7154	 llevo dos semanas llamando de la linea de colombia por un cambio y averiguar para ver si puedo subir un vue… 	negative	@Iberia	0.0038584598043923286	2
7155	 Estimados:  estoy intentando hacer el check-in online para un vuelo Madrid-Buenos Aires este jueves.  Viajo… 	neutral	@Iberia	0.9915053636004808	0
7156	La paciencia es sana consejera para evitar finales como el de esta historia Ryanair malagaconacento 	negative		0.0008393567067943366	2
7157	Ryanair retrasa hasta 2018 la normativa que sólo permitirá llevar la maleta en cabina a quienes paguen 5 euros… 	neutral		0.007286219984136592	0
7158	"Ryanair ofrece a sus pilotos una subida de sueldo del 20%

"	positive		0.6127232126807923	1
7159	 Pero al momento de comprar los asientos, la mitad del vuelo aparece vacío 🤔 solo que nunca me los ofrece juntos	negative	@Iberia	3.8026150144786565e-08	2
7160	  Hola. Algún problema con la web? Llevo un rato sin poder acceder al espacio de cliente. Ni en la web ni po… 	neutral	@Iberia	6.032392101906602e-07	0
7161	 El día 23 volamos a Barcelona. Después de ver las noticias sobre la huelga de Iberia, ¿me debería preocupar?	neutral	@vueling	0.005702471992244105	0
7162	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
7163	SegundaXCDO SegundaXCDO saludos desde los angeles esperando que el otro año mi iberia vuelvo de donde nunca debio bajar	negative		0.00020242242140134376	2
7164	"Gracias por la broma  pero el dia de los inocentes ya fue el dia 28.
Una bici de 10.000€ tratada como se me… "	negative		2.152994423766023e-07	2
7165	" 
  Ayudarme a difundir esto por problemas médicos no puedo viajar y no quieren devolverme m… "	negative		0.0036869768536488398	2
7166	Como no pueda volar esta Navidad, me acordaré de los trabajadores de  ¡y no precisamente para bien! 😒… 	negative		0.0002536629259709958	2
7167	Mientras tanto  , con rutas nacionales a más de 300 euros ! 	negative		0.024770548929591272	2
7168	Soy experto en Ryanair pero me estoy rayando con algo: Si la bolsa de líquidos me mide 26x21 en vez de 20x20 pasa algo? 😅	negative		1.3450031144224631e-07	2
7169	  Es que lo de RyanAir y Rosa Diez es una larga historia	neutral	@AngelVelascoA	0.0022825416112019262	0
7170	Me parece que la valija es dos cm mas grande de lo que se puede y Ryanair se esta envaselinando la pija.	negative		1.3306361522238677e-06	2
7171	  En realidad los vuelos de Vigo son a Bérgamo pero la conexión Bérgamo-Milán es muy fácil.	neutral	@Haterinha	0.9722439910006507	0
7172	Otro sin escrupulos tarjetero de black, espero que devuelvan lo robado😠😠😠 	negative		0.017088973897529267	2
7173	Hola  vamos a llevarnos bien por 12 horas... exilio work 	negative		0.0066572390500351086	2
7174	Ryanair se desploma ante  el incremento de los costes  Mercados	negative		0.026725921125573253	2
7175	 Yeee muchas gracias!!!! 💛💛	positive	@Iberia	0.47056419380391146	1
7176	  Es más barato ir a Bélgica con RyanAir que a Logroño	positive	@bufetalmeida	0.06010250314850407	1
7177	 hice una prereserva hace unas horas para un vuelo, y quería cambiarlo para la semana siguiente.  ¿Pierdo el dinero de la reserva?	neutral	@Iberia	9.149523786482332e-06	0
7178	 Gracias por la respuesta. He intentado hablar con vuestros compañeros en el teléfono que aparece en el docu… 	negative	@Iberia	1.1216151561439552e-05	2
7179	 YA QUE ESTAIS EN MADRID, ¿ME PODEIS ENVIA LA FACTURA QUE SOLICITÉ HACE 4 SEMANAS?	negative	@Ryanair	0.001949194484983381	2
7180	        Al final lo… 	negative	@aviaciondigital	0.06000464252120681	2
7181	Que lindo !! En TNT HD publicidad de Iberia con musica de tango..Hola Argentina..!!! Vuelos a nuestro pais !!!! 😊😊😊😊	positive		0.012640009292004276	1
7182	 nombre muy largo y tras acortarlo, q no puedo seguir xq ya tenía procesando otra solicitud...3 intentos y siempre mismos mensajes	negative	@Iberia	0.0008548558210208581	2
7183	 A saber si alguien recogerá esa maleta. 	negative	@Iberia	0.004860184822051854	2
7184	El azafato gaditano que revoluciona los vuelos de Ryanair regresa por Navidad 	positive		0.08705914937346278	1
7185	" Nos mueve la pasión por VOLAR , gracias Iberia🌜✈️.
Foto/  (francia)  "	positive	@AEMET_SINOBAS	0.06809891079303894	1
7186	 Wtf, mira que hay olores raros, pero no había oido jamás “olor a avión de Ryanair” 😂	neutral	@Mefistofiles	1.296745754022192e-05	0
7187	 aun no pagan la cuenta del internet? cuando los Sres. Directores de iberia, darán algún comunicado? hay… 	negative	@iberiasadp	0.00048520697760713843	2
7188	" PARA LOS QUE SON JOVENES O TIENEN MEMORIA CORTA.
ASÍ QUEDÓ VIASA LA LINEA AEREA ORGULLO DE VENEZUEL… "	neutral	@VZLAenResisten	0.16887910039759207	0
7189	En la nueva sala vip de  Sala Velazquez de Madrid. Unión de diseño contemporáneo, practicidad y privacidad.… 	positive		0.9999587172467581	1
7190	 El rodali que te lleva de la T2 del Prat a Sants salía a las 21:08h, eran las 20:45h y las maletas aún no… 	negative	@Ryanair	0.15235908599023673	2
7191	   Este tema en menores no estaba prohibido? Entiendo que separen a la pareja adulta… 	negative	@sindientesh	0.0002998947198861924	2
7192	l6cSíLaPagamos Los trabajadores de Iberia fueron castigados por la mala gestión de gentuza como Blesa les bajaron el sueldo un 30%.	negative		1.9205171513019026e-06	2
7193	 Madrid	neutral	@Ryanair	0.9740997906387266	0
7194	La verdad es que después del día que he tenido, se agradece mucho que en un vuelo nocturno te den mantita y almohad… 	positive		2.0822005354258792e-07	1
7195	 Con QR, mediante App, solo me falla con  en   va perfecta	neutral	@Iberia	0.6877187262656257	0
7196	Me gustaría saber porque    no permite facturar en su web hace días ✈️ en su página web😠	negative		2.96684655912977e-06	2
7197	 me han roto una maleta en mi viaje a Argentina. Hice la reclamación pero la página no me funciona y el telé… 	negative	@Iberia	1.7154210963973635e-05	2
7198	la compañia aerea Iberia discrimina a las personas con discapacidad visual 	negative		0.16529374445397876	2
7199	La estrategia de Iberia para crecer en el Perú 	neutral		0.4424725021168041	0
7200	La aerolínea que más pasajeros transporta en Europa y la más segura se llama Ryanair. Es una exitosísima low-cost.… 	neutral		0.710448106412047	0
7201	" es una cadorna. Abajo dijeron q SI teníamos comida. Y arriba del avión nos dicen q NO.
Malísimo el servicio."	negative	@Iberia	4.2108899179329343e-07	2
7202	los de ryanair me han dicho que me quite los aros perrdona	negative		0.0004275379648543255	2
7203	Jajajaaj 	positive		0.49789225920557484	1
7204	Hoy 4D día nacional de Andalucía. Sea por Andalucía libre, Iberia y la Humanidad. Por la República federal ¡Viva Andalucía libre!	neutral		0.011675401514599029	0
7205	 Gracias. Enviado un MD. Espero sus indicaciones. MUCHAS GRACIAS.	neutral	@Iberia	0.33821972550159796	0
7206	La huelga de pilotos de Ryanair tiene pocas repercusiones en Alemania  Mercados	neutral		0.396530528378248	0
7207	"El acuerdo suscrito entre  y  de ""código compartido"" para comercialización de destinos a Canarias, be… "	positive		0.12612936406778535	1
7208	 RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… 	negative	@Iberia	0.00014082894738025732	2
7209	Felicidades  habeis superado a   en penosidad de servicio! 👏👏 ¿Os habeis tenido que esforzar mucho?	negative		0.01003541936682878	2
7210	 Alguna estimación sobre cuándo saldrán a la venta?	neutral	@Iberia	0.2984613213108989	0
7211	    Mándame un mensaje privado con tu número y digo q te metan xq no soy el administrador	neutral	@CryptoMute	0.0018464743420994712	0
7212	Mi propósito para el 2018 es intentar no volar con Ryanair ni una sola vez durante todo el año	negative		0.005254871223341576	2
7213	Una vez escuché que Latinoamérica necesita un Ryanair. Los precios de las aerolíneas son exagerados.	positive		0.001776878336365008	1
7214	  A ver si se les cae la cara de vergüenza.  Mi último vuelo lo compré en Iberia y me salió m… 	negative	@JenHerranz	4.211967124665076e-08	2
7215	Cada vez que veo un email de  en las notificaciones 	negative		0.03781588369707273	2
7216	Me he tenido que pillar otro bus de zaragoza a madrid porque los de ryanair son unos trollers	negative		0.24594210483791587	2
7217	Ryanair reconocerá también a los sindicatos del personal de cabina  vía 	neutral		0.9980263338753301	0
7218	Vuelos de Madrid a Malabo con  por solo 22,000  Barato para llegar a África! Equatorialguinea… 	neutral		0.9931526239097815	0
7219	 te deja 1 semana de viaje sin maletas después de varios engaños, reclamas y según ellos no corresponde comp… 	negative	@Iberia	0.0008795560564896047	2
7220	 Muchas gracias! Por cierto, las azafatas de este vuelo de las más amables que he visto, por fin!!	positive	@Iberia	8.1123523901145e-05	1
7221	Lo que ustedes no saben es que mañana vuelvo a granada :) gracias ryanair por los vuelos jeje	negative		0.00018194088139586372	2
7222	 pues si. Y no creo que Ryanair me devuelva la pasta	negative	@agslytherin	5.021198298313283e-06	2
7223	  ...tipo Duxford donde hay muchos aviones antiguos de las flotas britanicas. Concorde, VC10,… 	neutral	@antonio_carre	0.27720897517289445	0
7224	"90AniversarioIberia
Exposición para quiénes de una u otra manera estamos viviendo la aviación comercial y especial… "	negative		0.23351837346776963	2
7225	Trato indignante del personal de cabina de   que se creen dueños y señores del avión y tratan… 	negative		0.607404661518003	2
7226	No fotis! Ui ui ui a què ens treuen fins i tot Ryanair o Vueling! A volar con helicóptero a ver si tenéis pelotas! 	negative		0.08677111043478869	2
7227	Ryanair apuntala sus rutas en el Reino Unido ante el 'Brexit' con una licencia de operador en el país  vía 	positive		0.8592340221708555	1
7228	"•NUEVAS•
⚓️⛵️💫 Propuestas Cool!
Son alpargatas Iberia hechas en Chile y a mano con mi 🙋🏻 segunda… "	neutral		0.271860378489862	0
7229	Escapándome el fin de semana con  rumbo a Lisboa 	neutral		0.981584913772936	0
7230	note8abordo gracias a Samsung e Iberia! 	neutral		0.5533970533999424	0
7231	 Melilla es una muy buena opcion para visitar	positive	@Iberia	0.9998966769241974	1
7232	Ryanair ofrece 100.000 billetes desde 10 euros ;)... 	positive		0.58346773248672	1
7233	Hola  ! Los vuelos intercontinentales en turista incluyen algún tipo de comida o solamente si seleccionas me… 	neutral		0.00011822581956255302	0
7234	Me imagino que irías en ese avión  	neutral		0.01534487563070592	0
7235	Así se bajó un pasajero de RyanAir harto de esperar para desembarcar  	negative		0.0077700077206068925	2
7236	Ryanair se desploma en bolsa ante el incremento de los costes 	negative		0.005349689542492045	2
7237	 Hasta el tendero de la tienda de la esquina me habría tratado mil veces mejor SOLO HACE FALTA SER PROFESIONAL	negative	@Iberia	0.12016632408334707	2
7238	  Para modificar el nombre de un pasajero de una reserva congelada ¿Cómo lo hago? HELP!!!!	neutral	@ibexpress_help	0.00038566573806684927	0
7239	Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] 	negative		0.6450087684755177	2
7240	 Intenté comprar un billete por tlf ayer con avios con el decuento de residente... y me querían cobrar una t… 	negative	@Iberia	0.0003134078756382466	2
7241	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	positive		0.00694959441669791	1
7242	" ""I'm pretty sure that's the problem"". Y me cierra la incidencia. Pues si estás pretty sure, o eres un inút… "	negative	@Ryanair	0.06590456062700781	2
7243	Porque? Pq los vuelos de Ryanair la gente es mas ruidosa y maleducada? Pprque gritan? Pq se quitan los zapatos? Pq… 	negative		0.0028905779650597553	2
7244	   A los que van a Cádiz el 3 les coje ya	neutral	@hoolSVQ	0.006513124804692174	0
7245	"    San Google me concreta datos. Diciembre 2016 en El Prat 🙂🛫
Recordaba el v… "	positive	@Sr_JOF	0.6431454045673556	1
7246	Convocada una huelga del personal de tierra de Ryanair para el próximo 30 de diciembre 	negative		0.9730250719445318	2
7247	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
7248	Hoy se cumple el 90 aniversario del primer vuelo de Iberia. A las 9.30 del 14 de diciembre de 1927 un avión Rohrbac… 	negative		0.0428722175910629	2
7249	" Hola.. estoyu intentando ingrear (en la web) una ""reclamación"", sin embargo no me deja proque me pide que c… "	negative	@iberia	6.278035005124466e-06	2
7250	 RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… 	negative	@Iberia	0.00014082894738025732	2
7251	Desde luego el trato a los clientes es impecable  , me hacen perder un vuelo unos controladores aereos, algo… 	negative		0.11540374452476358	2
7252	  Mis viejos llegaron a mad en el de Iberia. Aborto despegue por falla en un motor. Arre… 	neutral	@SirChandlerBlog	0.008723347528710679	0
7253	Si kieres1vuelo rápido no elijas  tdo l equipaje dmano nbodega,ellos puntuales,yo pierdo 40 min nla cinta,así s hacen ls estadísticas	negative		0.015445265202336468	2
7254	   necesito una respuesta a mi reserva, vueling tomo y confirmo la reserva pero el 	neutral	@Iberia	0.00026022435827382227	0
7255	     También lo hace Iberia express. Yo ya lo he sufrido este pasa… 	negative	@allobe86	0.008441323698965194	2
7256	 Madrid TravelThursday	negative	@Ryanair	0.9740997906387266	2
7257	"90 años pasan volando, que se lo digan a  Felicidades y esperando a ese centenario.
90aniversarioIberia… "	positive		0.00023129950850313966	1
7258	 Para no volar ni un avión de papel llamado Iberia, luego del maltrato que recibí obligándome a soportar el… 	negative	@Iberia	3.0210280365525293e-06	2
7259	  Es la tercera campaña publicitaria que decidís ampliar el número de Avios   y que no recib… 	negative	@Cepsa_ES	0.0006507963819933049	2
7260	 mi sobrina tiene 4 días esperando maleta en Barcelona y nadie puede dar status . Quien nos puede ayudar?  	negative	@Iberia	0.005729788488742122	2
7261	 investiga la baja de Barcelona x AA y mira  como Iberia aumentó  la frecuencia  a Argentina x favor !!	negative	@odonnellmaria	0.27129898813010983	2
7262	Vuelo de vuelta a Madrid con Ryanair... Espero que no me vea nadie... 🤭🤫	neutral		0.0014438885529465852	0
7263	 Realicé compra de boletos usando mi No. Iberia Plus, registrado a un familiar como viajero. ¿Se acumularán Avios? Saludos.	neutral	@Iberia	0.04004577393632943	0
7264	Los que se ofenden por algo que dice  son los mismos de las curvas de los rallyes, de los que aplaud… 	neutral		1.757265957614622e-06	0
7265	  más factible para los festivos de mayo.	neutral	@Fotomaf	0.21819401194970756	0
7266	Lo mejor que me dejó el Iberia es a todas mis amistades ❤	positive		0.14344452437437524	1
7267	 FAVOR COMPARTIR. QUE PASA CON IBERIA QUE COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER… 	negative	@Iberia	5.426232818455943e-07	2
7268	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
7269	Unos cuantos meses y empiezo a facturar con Iberia❤💸🛫	negative		0.2015681524242406	2
7270	 gracias. he conseguido comprar por la app del móvil.	positive	@Iberia	0.19924537817698268	1
7271	  Estoy etiquetando todos los tweets relacionados con el vuelo de  AMS - MAD con el hashtag… 	negative	@Vito_Gv	0.26164212602314957	2
7272	 No Milan 😔 TravelThursday	negative	@Ryanair	0.21921412548362115	2
7273	Aeropuerto de Asturias. Vuelo Asturias Madrid  Grupo 1 maleta a bodega sin más. Señores, hay huecos en el a… 	negative		0.9740982853822947	2
7274	Grotesca experiencia con  esta mañana para comprar un vuelo. Al principio, el vuelo cuesta 74€. Al ir a real… 	negative		0.03574107014368677	2
7275	  Nada, ya hemos aterrizado bien. Gracias!	positive	@Iberia	0.10498343213961125	1
7276	 Espero que digas lo mismo cuando viajas con Ryanair ;)	neutral	@AVC1970AR	0.001634544907321949	0
7277	El 'Black Friday' llega a Ryanair: descuentos del 15% en billetes y del 20% en la facturación de maletas 	neutral		0.3154167710675125	0
7278	  Y además guárdate el .pdf en el 📱, que te puede valer.. sobre todo si tienes la aplicac… 	neutral	@pilar_diz	0.056129357092139176	0
7279	 Todo estupendo!	positive	@Iberia	0.9450461987693969	1
7280	 No, pero el A319B es muy pequeño... que somos de Bilbao!	negative	@Iberia	0.08287460007123693	2
7281	 Madrid	neutral	@Ryanair	0.9740997906387266	0
7282	     Esto es en caso de viajar con dos bultos o… 	negative	@burro_viajero	0.017090802148167286	2
7283	Así es la nueva turista 'premium' de Iberia  vía 	positive		0.5219859349685586	1
7284	 Irresponsable! Queman iberia solo porque no saben nada mas que el odio!	neutral	@el_pais	9.7465621067481e-06	0
7285	Huelga en Ryanair. Me estoy viendo en Nochebuena en el aeropuerto.	negative		0.8927920574178783	2
7286	Me ha gustado un vídeo de  ( - ATR 72-600 Air Nostrum (Iberia Regional) despegue pista 04 San	positive		0.2798696287606596	1
7287	  20th Century Fox (Disney) &gt; Endemol Shine Iberia Group &gt; Gestmusic &gt; Operación Triunfo.	neutral	@jorgeDCLaGira	0.49789225920557484	0
7288	   Yo hago cola siempre por esto. Si me da igual porque ya facturé otra cosa pue… 	negative	@flanfatal	3.0539057340433705e-05	2
7289	Los buenos vinos no necesitan publicidad en via pública. Las buenas líneas aéreas tampoco. No es el caso de IBERIA	negative		0.0001258292716006175	2
7290	 Van a seguir RT un concurso ya vencido?	negative	@Iberia	0.0492773900375309	2
7291	Los aviones de Iberia tienen en su sistema de entretenimiento el disco de  	positive		0.0049218176762170175	1
7292	Es un desastre el servicio de  no solo no les importa los pasajeros sino que además esconden información par… 	negative		3.2475586381853996e-10	2
7293	"- Santiago Wanderers le gana la final de Copa Chile a la U, y desciende a Primera B.

- Iberia elimina a Colo Colo… "	neutral		0.05372804504418729	0
7294	 buenas noches, compré con ustedes un boleto de avión a España, para viajar en diciembre, el vuelo es a… 	neutral	@DespegarMx	0.9476425981932285	0
7295	ÚLTIMA HORA: Oferta Ryanair vuelos a 2 euros  Vía VuelosA1Euro	positive		0.48104452891603966	1
7296	 Hola, consulta, como canjeo Avios por vuelos en LAN/LATAM? no encuentro la opción en Iberia ni en LAN/LATAM	neutral	@Iberia	0.0012011639619095573	0
7297	 ¿ Y si gano? Así viajaría en avión por primera vez 👏👏👏👏👏	neutral	@Iberia	0.10493411160372625	0
7298	 hola amigos , necesito consultar cuál es la en Sabré para tomar asiento premiun economy , ASI para poder ta… 	negative	@Iberia	0.0026638179771790093	2
7299	  Ojalá que encuentres pronto tu equipaje!!	negative	@brucesarano	0.14958335229573222	2
7300	 Cero soluciones. Estoy en el aeropuerto (aún no han pasado los 7d) y me dicen q ya Iberia no se responsabil… 	negative	@Iberia	1.2103387530399644e-05	2
7301	  Nosotras iremos el fin de semana ( el curro no nos deja otra opción )	neutral	@TaconesViajes	0.47952232992489224	0
7302	  La peor aerolínea de la historia. A mi me dejaron el año pasado 11hs en el aeropuerto de barajas… 	negative	@patico85	1.353078321320009e-06	2
7303	  Hay información que no me ha quedado clara o que no he encontrado en la web... mail para ponerme en contacto? Gracias!	neutral	@Iberia	5.974832497044656e-08	0
7304	Es Ryanair, las cosas que se ven en esa aerolínea. 	neutral		0.006184294019110432	0
7305	Los sindicatos de Ryanair en Irlanda y Portugal levantan los paros navideños 	neutral		0.2367624162363584	0
7306	 Un cliente menos para  Ya me buscaré la vida con Ryanair, Transavia, Eurowings, Easyjet. Bastardos.	negative	@lluis_llach	0.005022844609905412	2
7307	 lo q pasa siempre q compro un billete de Iberia RETRASO  de más de 30 minutos en un vuelo de 45 minu… 	negative	@iberiaexpress	0.005153957368558171	2
7308	Veo la publicidad de Iberia, con las imágenes de París, hablando con acento español, y todo eso, y me dan ganas de salir ya para Europa	positive		0.00019556192651509766	1
7309	  Increiblemente malo el servicio de atención al cliente de  Recuperen YA las valijas d… 	negative	@Iberia	0.0003676102569662849	2
7310	  Y seguimos comprando vuelos con Ryanair? Cada uno con su conciencia...	negative	@JaviLlaneza	0.18558529676139035	2
7311	Yo vuelo con ryanair y mira me conformo con aterrizar con vida 	negative		0.16387780992871173	2
7312	Takeoff Iberia 546  Granada to Madrid @ Federico García Lorca Airport 	negative		0.9740997906387266	2
7313	   A mi nunca me respondieron por el apagón de ppio de año en Londres, vergonzoso 	negative	@cbellolio	0.0015702031328111998	2
7314	Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… 	positive		0.07007665747187106	1
7315	Lo de Ryanair es vergonzoso. Más de 5 meses esperando una indemnización por un retraso de más de 6 horas. No nos... 	negative		1.9527852056319553e-07	2
7316	Iberia Express lanza una promoción de 5.000 billetes a 5 euros 	positive		0.22030476116899408	1
7317	Los sindicatos de Ryanair en Irlanda y Portugal suspenden los paros navideños  	positive		0.2367624162363584	1
7318	  También lo estoy intentando	neutral	@ibexpress_help	0.31139272954782404	0
7319	  Esto no pasa con    Sentada en la fila 26, primer grupo a… 	negative	@Iberia	0.0004550060607355559	2
7320	 HolaArgentina  nos queremos ir 🛫🏝	neutral	@Iberia	0.10156226528713139	0
7321	"Los encargados de marketing de Iberia:
Vamos a relacionar el anuncio con halloween que eso siempre funciona "	negative		0.02361751181084484	2
7322	Cancelan la ruta de Aerolíneas Argentinas a Barcelona y se la asignan a la aerolinea low cost de Iberia.... Pura co… 	negative		0.42882898250013257	2
7323	    La vida es corta, y el repertorio inmenso... Y uno elige… 	positive	@josedelrincon	0.4617460474833686	1
7324	¡Enhorabuena  y  las marcas más auténticas y fiables para los españoles en viajes… 	positive		0.1245508261762139	1
7325	   No sé, Kike, vuelo varias veces al año a Peinador con Air Europa e Iberia y… 	neutral	@kikefoz	0.005832235637491728	0
7326	Ryanair no se conforma sólo con los vuelos 	negative		0.005469507377616933	2
7327	 Con Ryanair no duermo pero por el miedo que me dan los vuelos con la compañía 😭😭	negative	@guudpt	0.0005450942055361475	2
7328	Ryanair reconocerá a los sindicatos de pilotos para evitar huelgas  	neutral		0.049201613525801706	0
7329	  No pareciera importarles: su negligencia ha sido insuperable	negative	@CarolaChinchon	0.035723323340241316	2
7330	Perdiendo tiempo y dinero gracias al embarque desastroso de  ya que da prioridad a quien da la gana! 	neutral		0.0007023994118355315	0
7331	 A ll.dus y duski Y por DM os paso otro personal de vuestra agente, que tampoco contesta. P… 	negative	@Iberia	0.017987667835483515	2
7332	 vergonzoso que Iberia no deje facturar a tu destino final!Tuve que comprar reservas separadas xq la web no… 	negative	@Iberia	1.2676861009891062e-05	2
7333	Eeeeeh vuelos a 20€ en ryanair. Quién me acompaña a amsterdam xfa	neutral		0.3454326061465191	0
7334	La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki 	neutral		0.2388608896071445	0
7335	 HolaColombia yo quiero ese viaje 💖👡👒👙🕶️	neutral	@Iberia	0.15437471088391386	0
7336	  He ido a participar y mis navegadores me dicen que la conexion a la web no es segura. Nunc… 	neutral	@Iberia	7.636101408322515e-08	0
7337	 Por supuesto! SMKE8B les invito a que revisen el número de llamadas que he tenido que realizar para que fin… 	negative	@Iberia	1.7364724822153481e-06	2
7338	. sois un puto desastre. No aprendéis. Los primeros en la cola de embarque, los primeros que te facturan la… 	negative		2.1742753127773604e-07	2
7339	"No volemos más con  Ryanair es satanás
malaonda"	negative		0.14693753053216677	2
7340	Cuando la oferta de trabajo es mucho mayor que la demanda de trabajo pasan cosas como está. 	negative		0.0027114267548617598	2
7341	¿Cómo sabe Ryanair lo que peso? 😳😱	neutral		0.0054879466092159525	0
7342	 Saque 5 pasajes de Buenos Aires a Vigo con escala en Madrid. Salida 19.12.2017 regreso 12.02.2018. aboné ex… 	negative	@Iberia	0.9993961415074524	2
7343	 Si, la incluye porque los reserve para venir. No puedo reservar para la vuelta	neutral	@Iberia	0.0007281221315197221	0
7344	Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid 	positive		0.9988998292701766	1
7345	"Compañías con las que nunca jamás vuelo por razones de trato:

Ryanair
Iberia

Ahora añade  - me tenían has… "	negative		2.1127188344734804e-05	2
7346	 que compañía Alejandro que yo tengo que irme hacia Mallorca y como sea Ryanair GL	neutral	@EvilAFM	0.0014097526134599437	0
7347	Y ahora en el vuelo BIO-MAD de  las instrucciones de seguridad a un volumen que parece el de alguien confesándose en misa 😂	negative		0.00025765089985291896	2
7348	Un pasajero de un vuelo de Ryanair desembarca por un ala del avión  vía 	neutral		0.9410407931267719	0
7349	Ryanair realizará en Oporto conexiones internacionales a partir de enero.  AviacionAlDia 	neutral		0.2575164190375374	0
7350	 travelthursday Alicante	neutral	@Ryanair	0.49789225920557484	0
7351	 Gracias por la respuesta. Cuando se sabrán las cancelaciones? El mismo día o se saben por antelación cuando… 	negative	@Iberia	7.384491159015771e-07	2
7352	  les parece normal no poder acceder a las reservas on line ni poder hacer el check in en plen… 	negative	@Iberia	0.0001359060277481216	2
7353	  bajad la calefacción!! 🔥🔥🔥🔥😥😥😥😥	negative	@iberiaexpress	0.220173919500563	2
7354	Indignación por que Iberia cancela los vuelos de vuelta de la gente por estos no han usado la ida. Os parece legal	negative		0.00013991573046899267	2
7355	"Así es ""la nueva  Perdieron la bicicleta de  líder de  favorito al Giro 2018,… "	negative		0.2154565363394072	2
7356	 Contacté a las 6.30 pm y a las 21.30 pm y en el primer caso me dijeron que según le salía allí me tenía más… 	negative	@Iberia	1.1766060994327654e-10	2
7357	Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa 	neutral		0.9672430303394854	0
7358	Un pasajero de Ryanair se cansó por la demora del avión y se escapó por la salida de emergencia… 	negative		0.025154013330949042	2
7359	La TransformacionDigital es mayor compromiso con el cliente IA María Jesús Moya de  Iberia Partner 	negative		0.09658459131811306	2
7360	iberia iberiaexpress nos tienen que devolver 60e por incompetentes.Aprendan a gestionar sistemas y no abusen de los pasajeros.	negative		0.010518915878581659	2
7361	4 intentos de compra online y 4 errores diferentes, más una llamada inútil al teléfono de asistencia. Gracias  por la experiencia :\	negative		0.0009137868412588715	2
7362	  De nada. Suerte. Un saludo	negative	@Amalia_Enriquez	0.009832645261370109	2
7363	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
7364	Hola  , he escrito a Iberia ante una duda con el billete para mi hija, menor, que no sabía si podría… 	negative		1.7137110366478866e-06	2
7365	   No todo es como lo pintan en alerta aeropuerto... Yo  personalmente he visto… 	negative	@SoyBuenCatre	0.008926208394007434	2
7366	La cotizada  procede a la adquisición de EQTEC Iberia por 15,65 millones de euros 	neutral		0.038587609466552694	0
7367	 ayer he hecho una reserva y me dio error, llame esta mañana y me dijeron que estaba anulada, que debia real… 	negative	@Iberia	6.9417897312585066e-12	2
7368	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	negative		0.00694959441669791	2
7369	Tal día como hoy hace 90 años  hacía su primer vuelo. Felicidades a la compañía de bandera española!! 	positive		0.00010699481235629359	1
7370	 Y no veas los Avios de iberia como van a ir, jajajajajajajajaj	negative	@soundtecdigital	0.02197127486228223	2
7371	         Q guapa Cris… 	negative	@cris_tortu	0.49789225920557484	2
7372	Iberia Express lanza una promoción de 5.000 billetes a 5 euros 	neutral		0.22030476116899408	0
7373	 TravelThursday Madrid	neutral	@Ryanair	0.9740997906387266	0
